Date,River/Stream,Location,Location Code / SL No.,Latitude,Longitude,Temp (°C),pH,EC (µS/cm),TDS (mg/L),DO (mg/L),ORP (mV),"Turbidity
(NTU)",Color (Pt-Co),"Suspended Solids
(mg/L)","Alkalinity
(Total) (mg/L as CaCO3)",Ferrous Iron (mg/L),"Ammonia-Nitrogen
(NH3-N) (mg/L)","Nitrate
(mg/L)","Phosphate
(mg/L)",Sulfide (ug/L),Sulfate (mg/L),Chloride (mg/L),"COD
(mg/L)","TOC
(mg/L)",TC (count/100 mL),E.coli (count/100mL),"Al 
(ppb)","Ti 
(ppb)","V 
(ppb)","Cr 
(ppb)","Mn 
(ppb)","Co 
(ppb)","Ni
(ppb)","Cu 
(ppb)","Zn
(ppb)","Ge
(ppb)","As
(ppb)","Rb
(ppb)","Sr
(ppb)","Zr
(ppb)","Nb
(ppb)","Mo 
(ppb)","Ba 
ppb)","Fe 
(ppb)","Ga 
(ppb)","Li
(ppb)","Ag
(ppb)","Cd
(ppb)","Sn
(ppb)","Sb
(ppb)","Cs
(ppb)","Hf
(ppb)","Ta
(ppb)","W
(ppb)","Hg
(ppb)","Tl 
(ppb)","Pb
(ppb)","Th
(ppb)","U
(ppb)","Se
(ppb)","Mg 
(ppb)","Ca
(ppb)",Project,Sampling Remarks
5/13/2019,Dhaleshwari ,Muktapur Ghat  ,L-40,23.5679,90.5148,31,7.52,612,264,0.5,20.7,11.56,45,27,140,0.02,2.2,6.5,1,2,30,440,,2.48,50000,1000,,9.64635372247507,,62.7555641494787,48.4079191914446,,69.510163348637,30.4211530171429,301.844280466093,,66.4986170280577,,,,,12.0691867721535,,1228.85611005938,,,,25.6842533350944,,6.61350012425252,,,,,,,,,,15.2192307522225,4725.12363709282,22975.5508586917,REACH,
5/13/2019,Shitalakhya ,d/s Kanchan Bridge,L-41,23.8352,90.5461,31.3,7.54,345,146.4,4.02,111.2,6.31,26,15,100,0.01,0.45,10.5,0.4,2,10,440,,2.02,26000,1000,,5.59915127306371,,51.2618364361346,25.5077560250948,,23.3077663442645,4.00497484689271,22.6534742745545,,66.6676215591769,,,,,10.8839709238591,,453.343621226873,,,,12.5930595978471,,7.4703503462346,,,,,,,,,,9.15983682115144,3606.31706000089,11768.8063168623,REACH,
5/13/2019,Shitalakhya ,ACI Salt (Rupganj Ferry Ghat),L-42,23.7905,90.5223,31.3,7.34,362,193.7,0.84,-169.6,10.06,46,29,80,0.01,0.85,13.6,0.6,1,12,455,,2.23,12000,2000,,18.5356674716582,,1987.03784196755,37.2919514967417,,86.8382872582006,94.8074986481129,,,,,,,,450.472898560873,,10153.5137061309,,,,565.513767695776,,,,,,,,,,,,,3704.61308017754,13977.8329259314,REACH,
5/13/2019,Shitalakhya ,Demra Ghat,L-43,23.6131,90.5069,31.4,7.35,579,203.8,0.21,125.5,14.68,46,48,80,0.03,2.9,4.9,1.2,3,12,440,,1.85,9300,7000,,20.0748967791744,,254.415461263217,71.4207544964633,,40.8817916112144,17.2898046234173,2060.22228112731,,35.1775061678136,,,,,45.5639914259125,,2010.56960273747,,,,14.0374898955493,,6.52200135518546,,,,,,,,,,,4703.76102996821,20040.00790138,REACH,
5/13/2019,Shitalakhya ,d/s of Adamjee EPZ,L-44,23.6645,90.5232,31.8,7.38,536,228,0.12,98.1,22.7,55,48,135,0.06,2.6,4,0.8,8,18,425,,1.63,57000,40000,,16.1975516268476,,405.483086084892,64.5770998449438,,50.9983831637746,10.8009579698036,,,,,,,,82.6154510843225,,2360.45291129518,,,,3.94446016645948,,7.87431813844371,,,,,,,,,,2.94072047637355,3744.71437876837,14832.0887352485,REACH,
5/13/2019,Shitalakhya ,d/s of Tanbazar Ghat,L-45,23.7169,90.5022,31.5,7.39,546,233,0.38,54.2,15.36,99,37,100,0.22,18.95,6.4,7,20,2,495,,2.15,8700,5600,,8.64074206960399,,1300.39036131093,40.7863085455923,,65.9304671261122,11.8929011620831,,,,,,,,299.844865726764,,6336.68513128757,,,,4.9863091413782,,5.17054411717212,,,,,,,,,,,3686.13384347339,13605.1397555095,REACH,
5/13/2019,Shitalakhya ,u/s of Kalagachia Point,L-46,23.5724,90.5255,31.4,7.46,559,239,0.51,90.6,9.03,42,29,160,0.07,1.8,2.7,0.4,1,28,430,,1.93,2000,1300,,6.3350646927639,,143.027745646266,35.1275494561435,,23.7686825689549,3.30812741622643,,,37.8602239760194,,,,,34.8168863860221,,1023.88601802931,,,,3.22911347791581,,6.1254511409649,,,,,,,,,,4.97602387992531,1920.87707480106,7864.32098828294,REACH,
5/13/2019,Begunbari Canal,d/s of Dasherkandi WWTP,L-57,23.7604,90.4797,31.2,7.04,922,401,0.18,-333.3,35.6,49,119,240,0.09,2.5,3.1,0.2,4,20,425,,2.06,,,,3.76361768604054,,226.093749119146,182.002303714161,,28.6169894887302,,,,1.95535697687691,,,,,54.7417345494831,,1059.98881315062,,,,4.8975732800901,,7.39277662641327,,,,,,,,,,10.6010769299207,4731.34747098913,20632.0443758026,REACH,Extra points to regular sampling that has become regular points later
6/16/2019,Buriganga,Aminbazar Bridge,L-11,23.7829,90.3354,30.7,6.85,326,139,0.09,-94,18.1,78,30,65,0.2,2.6,2.8,2.2,6,22,250,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/16/2019,Buriganga,d/s of Hazaribagh,L-12,23.7350,90.3544,31.6,6.9,316,133,0.09,-106,19.94,73,28,80,0.32,2.24,3.4,2.6,10,21,260,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/16/2019,Buriganga,d/s Kamrangirchar Launch Ghat,L-13,23.7167,90.3599,31.7,6.92,305,128,0.09,-95,15.15,65,23,55,0.25,2.38,8.9,2.2,7,16,250,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/16/2019,Buriganga,Chandni Ghat,L-14,23.7102,90.3937,31.4,6.93,322,136,0.14,-125,17.18,69,32,70,0.32,2.7,9.2,2.4,25,18,240,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/16/2019,Buriganga,Sadar Ghat,L-15,23.7041,90.4097,31.7,7.08,329,329,0.06,-238,15.84,69,24,80,0.29,3.02,18.2,2.2,9,19,260,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/16/2019,Buriganga,Dholaikhal,L-16,23.6966,90.4184,31.5,7.06,334,334,0.08,-248,16.13,64,26,50,0.29,3.12,6.6,2.2,9,17,180,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/16/2019,Buriganga,BCF Bridge,L-17,23.6872,90.4278,31.5,7.04,339,339,0.2,-238,16.91,74,24,55,0.28,3.38,3.6,2.4,14,16,320,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/16/2019,Buriganga,d/s Pagla STP,L-18,23.6648,90.4524,31.4,7.12,332,332,0.18,83.4,19.45,72,25,90,0.39,3.08,8.6,2,9,20,240,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/16/2019,Buriganga,Jazira ,L-19,23.6323,90.4634,31,7.19,315,315,0.34,123.6,12.57,62,21,30,0.23,2.2,19.3,1.6,13,18,200,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,
6/16/2019,Bangshi-Savar,Amin Bazar Landfill,L-31,23.7997,90.3030,30.6,7.12,434,186,0.1,-220,16.01,115,27,165,0.2,11.05,41.3,4.2,20,18,220,,1.25,32000,11000,,0.0533313663702045,,16.3297955170469,2.68588408167414,,21.6048378605595,5.75941821524661,,,22.2602270016068,,,,,0.950239220060563,,119.041321797287,,,,6.20076252607669,,7.62296455140962,,,,,,,,,,13.9328331183343,1406.32881004285,6750.88912122584,REACH,
6/16/2019,Bangshi-Savar,d/s of Turag branch outfall,L-32,23.7969,90.3265,30.6,7.06,319,136,0.09,-24.6,15.06,79,26,200,0.32,2.44,7,3,6,19,240,,1.22,11300,5800,,0.452114885725241,,39.6170095820016,3.05359239780522,,27.7361809718575,8.2551402358088,,,38.5163995537505,,,,,2.00310765260767,,323.075318238001,,,,1.70006043848934,,3.77111278928018,,,,,,,,,,4.54330964532315,1213.90171436541,5641.38968392378,REACH,
6/16/2019,Dhaleshwari,Nayarhat Bridge,L-33,23.9110,90.2292,31.2,7.25,368,156,0.55,125,10.27,57,19,140,0.24,0.9,20.3,1.6,4,21,170,,1.27,9700,3900,,0.0756409137851398,,35.9945880527335,3.55969564685224,,20.656868153614,2.71170837172136,,,52.0810363648258,,,,,4.60646399624061,,288.212223638693,,,,1.76053896062606,,2.13164384690787,,,,,,,,,,12.1554388090701,1483.87862470593,7303.91009058441,REACH,
6/16/2019,Dhaleshwari,Singair Bridge (Bhangalpur),L-34,23.7981,90.2442,31,7.31,379,160.8,1.43,120.9,7.26,50,12,70,0.13,1.02,5.6,1.6,2,24,200,,1.46,5100,2200,,0.164202607229758,,10.3529280201814,3.65776659335469,,34.0018494767892,10.6772946087124,18.7943090130246,,32.3787046176806,,,,,4.48216091813739,,121.661056770926,,,,1.56578561783192,,6.04711899886805,,,,,,,,,,1.98709720469664,1734.06752891079,8488.33758022984,REACH,
6/16/2019,Dhaleshwari,Kadamtoli Bridge,L-35,23.7537,90.2496,30.6,7.34,330,141,2.27,114.2,7.24,42,13,65,0.16,0.92,17,1.2,1,25,180,,1.14,2400,200,,0.109568611895446,,14.8757563358161,2.19541713324249,,29.1385252969075,6.81362402349718,8.39363769040116,,43.8092608507977,,,,,1.90205632259636,,106.507359109357,,,,2.19186390093824,,8.54326119802529,,,,,,,,,,11.9807180326035,1561.46991080915,8515.20846526489,REACH,
6/16/2019,Dhaleshwari ,Rohitpur Bridge  ,L-36,23.6682,90.2888,31.6,7.87,181,76,6.94,116,12,18,20,50,0.11,0.12,13.6,0.2,0,10,180,,0.99,200,0,,,,12.2585742092816,2.47368050583409,,8.25693085669254,1.11441962670383,1.21609615696444,,64.5542934562885,,,,,3.33960418422268,,47.3153457530181,,,,1.71604750674171,,2.32980519067626,,,,,,,,,,14.724980784097,584.316683932591,6445.29201804391,REACH,
6/16/2019,Dhaleshwari ,d/s of BSCIC  ,L-37,23.6611,90.3121,31.6,7.8,184.2,77.1,6.24,120.5,16.4,19,27,50,0.08,0.32,6.2,0.4,0,11,240,,1.3,9000,0,,0.510873676979741,,19.1758139230914,5.09056761347974,,17.2140191195234,5.99898433248828,36.6296517581247,,50.0440321797569,,,,,6.47187609212963,,169.817268461579,,,,2.19450646349431,,0.885382900526942,,,,,,,,,,54.0087353117139,1190.37799313615,10432.2522214389,REACH,
6/16/2019,Dhaleshwari ,d/s of Dhaleswari Bridge  ,L-38,23.6357,90.3607,31.1,7.57,174.1,81.1,5.5,121,17.48,19,25,30,0.06,0.32,6.1,0.6,0,13,210,,1.1,3000,0,,0.350679371788078,,12.531300684722,8.01768602883196,,18.4013405412571,12.3034203876039,28.07860890254,,146.7848951324,,,,,3.71481697951494,,145.228811421205,,,,1.72963905891867,,5.10499939090801,,,,,,,,,,218.359903662012,1443.45654012498,11651.6820957468,REACH,
6/16/2019,Dhaleshwari ,Baluchar Bridge  ,L-39,23.6114,90.4223,31.4,7.46,216.4,90.3,5.18,120,15.81,19,23,30,0.08,0.4,19.3,0.8,1,11,210,,1.01,1700,0,,0.473367017808498,,5.31626579384836,3.89460148586047,,15.2325937879046,11.7283749171628,38.6404531347165,,102.688418448579,,,,,,,94.5091521942761,,,,1.76780960408157,,1.82697161289476,,,,,,,,,,88.7059593888766,1446.76701521117,11309.376525876,REACH,
6/17/2019,Balu ,Demra (u/s of confluence),L-30,23.7279,90.5010,31.7,7.23,166.9,65.3,0.59,176,15.36,54,27,45,0.58,1.16,4.2,1.3,2,6,220,,1.72,,,,6.36517471782789,,331.862167108916,20.9418783400006,2.03253487400429,110.972701491049,30.4108325455042,213.887687088436,,44.2817280148916,,,,,17.8791850601836,,1941.25171805299,,,,334.692299444091,,,,,,,,,,,,5.77317803034531,56.8181907937653,3159.18908582791,REACH,
6/17/2019,Dhaleshwari ,Muktapur Ghat  ,L-40,23.5679,90.5148,31.2,7.14,236,99.7,0.33,142,12.43,49,2,60,0.58,1.16,8.9,1.2,3,4,190,,1.27,6900,3500,,0.657054633388692,,22.4488376775768,7.41036965414347,,17.4221206383832,39.7586911702666,35.5723757164163,,32.0790751050065,,,,,6.13541876707368,,269.301736192234,,,,1.94163557074271,,5.91615078984133,,,,,,,,,,16.7204010389032,1232.99220343039,6007.53604658734,REACH,
6/17/2019,Shitalakhya ,d/s Kanchan Bridge,L-41,23.8352,90.5461,32.2,7.14,133.3,53.7,2.53,159.6,14.16,62,20,30,0.28,0.56,8,1.5,4,11,210,,1.01,3500,400,,1.69001399991526,,24.6201062429434,4.6128241331186,,3.92733250550186,0.845641191034233,,,58.4813703297761,,,,,3.08378336312234,,497.152268170548,,,,2.01147388636715,,5.56907138952123,,,,,,,,,,20.063817933516,521.0154100037,2122.5555346109,REACH,
6/17/2019,Shitalakhya ,ACI Salt (Rupganj Ferry Ghat),L-42,23.7905,90.5223,32,7.18,138.6,57.3,2.16,157,14.62,68,27,25,0.57,1.14,6.3,1.3,4,5,210,,1.02,4200,1800,,2.59881047498319,,219.826887528625,7.81258292995063,,53.2413640812735,5.70414861078793,,,43.7843763433297,,,,,20.592111170186,,1986.01750815575,,,,2.29048233163368,,1.91234212184256,,,,,,,,,,9.62580107385391,1008.71438593135,3815.4372468164,REACH,
6/17/2019,Shitalakhya ,Demra Ghat,L-43,23.6131,90.5069,31.6,7.09,160.4,67,0.23,151.9,14.58,55,26,40,0.41,0.82,6.6,1.2,6,6,200,,1.12,7100,5000,,0.849428632482035,,78.3409845336116,5.29561791319071,,25.4491851485722,3.38028431221592,,,60.5069586757878,,,,,15.6373749222166,,653.938347317258,,,,1.47603484130909,,6.34465174306006,,,,,,,,,,13.4102763439374,1041.95455130469,4411.73850175,REACH,
6/17/2019,Shitalakhya ,d/s of Adamjee EPZ,L-44,23.6645,90.5232,31.6,7.14,214,90,0.25,156.7,15.89,63,26,65,0.3,0.6,9.4,1.6,6,8,260,,0.99,8300,5600,,0.501331552868783,,45.3030992549732,4.41835378936757,,28.3820464041214,6.32310048736168,9.57566111048656,,68.8507898060275,,,,,7.0507323682661,,387.214788298447,,,,2.17410186328074,,7.74636349799224,,,,,,,,,,11.1452862886416,1226.91125501659,5061.88671319881,REACH,
6/17/2019,Shitalakhya ,d/s of Tanbazar Ghat,L-45,23.7169,90.5022,31.5,6.93,246,103.4,0.5,57,21.1,74,45,50,0.55,1.1,11.3,1.7,6,10,210,,1.02,44000,21000,,0.622261203863153,,69.0091013794209,2.46615578254897,,9.64519531232064,2.70168585918108,,,50.8265820198885,,,,,18.7310175548154,,447.511531798302,,,,2.57062823855215,,13.1316283656143,,,,,,,,,,,1409.36929659061,5829.74831829979,REACH,
6/17/2019,Shitalakhya ,u/s of Kalagachia Point,L-46,23.5724,90.5255,31.3,6.88,256,107,0.1,96.3,16.57,79,38,60,0.25,0.5,5.4,1.7,5,11,200,,1.22,70000,46000,,0.193390924222479,,42.7144863881414,4.60144304741402,,15.1995773349404,10.4204939686901,,,38.4945305513297,,,,,4.17167373853087,,338.381965004365,,,,1.86001521624253,,7.27254293286282,,,,,,,,,,9.3595689294355,872.015716929349,3862.00336692638,REACH,
6/17/2019,Begunbari Canal,d/s of Dasherkandi WWTP,L-57,23.7604,90.4797,30.8,6.91,788,344,0.17,-312,25.3,158,77,200,0.32,17.7,12.3,11,36,6,290,,1.2,,,,0.00705471139022595,,25.371667684601,118.352869596343,,8.61558266901287,,,,54.2882715038913,,,,,4.63444906122583,,179.649147926167,,,,2.6153054657084,,1.54035034937446,,,,,,,,,,10.5527863673481,4147.59104268586,19950.8630711133,REACH,Extra points to regular sampling that has become regular points later
6/17/2019,Shitalakhya ,d/s of Ghorashal FC,L-52,23.9750,90.6286,32.1,7.42,152.1,62.8,3.57,163.3,21,73,28,55,0.63,1.26,5.7,1.3,5,5,240,,1.28,13000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REACH,Extra points to regular sampling that has become regular points later
7/8/2019,Turag,u/s of Konabari,L-1,24.0195,90.3444,29.4,7.74,148.4,64.4,6.59,199.3,176,35,576,30,0.1,0.18,1.4,0.8,3,7,220,,0.84,11000,1000,,5.340,,43.132,5.000,1.949,6.648,7.303,96.479,,,,,,,,,308.389,,,,1.011,,7.735,,,,,,,12.878,,,,986.255,5941.890,REACH-RH,
7/8/2019,Turag,Konabari Powerplant,L-2,23.9948,90.3419,29.4,7.7,150.3,65.3,6.42,200,187,13,623,50,0.11,0.43,1.9,3.2,4,8,160,,0.78,9000,0,,8.529,,56.221,12.483,1.401,25.620,9.117,33.697,,,,,,,,,399.805,,,,0.400,,2.527,,,,,,,15.570,,,,1154.696,7363.976,REACH-RH,
7/8/2019,Turag,d/s of Konabari,L-3,23.9868,90.3257,29.4,7.66,159.5,69.3,6.05,201.1,186,18,588,65,0.09,0.2,2.1,1.7,3,9,170,,0.53,15000,9000,,4.460,,34.566,4.559,1.134,3.620,4.423,23.718,,,,,,,,,245.317,,,,,,4.030,,,,,,,13.375,,,1.668,953.978,6161.349,REACH-RH,
7/8/2019,Turag,d/s of Kashimpur,L-4,23.9804,90.3377,29.4,7.69,163.7,71.2,6.01,199.8,165,58,555,85,0.15,0.52,3.8,2.8,9,9,200,,0.57,35000,10000,,5.367,,81.841,7.061,2.459,35.072,4.082,,,,,,,,,,494.022,,,,,,10.380,,,,,,,,,,,787.667,4682.911,REACH-RH,
7/8/2019,Turag,Yearpur (u/s of Ashulia Lake),L-5,23.9257,90.3481,29.3,7.52,165.4,72,5.63,208,122,24,459,85,0.12,0.21,1.5,1.1,3,10,170,,1,11000,2000,,29.341,,226.390,28.143,4.404,112.767,22.222,,,,,,,,,,1351.122,,,,,,2.323,,,,,,,10.132,,,,949.684,5330.882,REACH-RH,
7/8/2019,Turag,Ashulia Bridge (d/s of Ashulia Lake),L-6,23.8952,90.3346,29.3,7.49,167,72.8,5.18,200.4,105,48,772,45,0.21,0.39,1.5,1.4,10,10,200,,0.7,10000,4000,,8.126,,27.054,5.261,2.231,1.886,11.391,36.741,,,,,,,,,312.150,,,,,,8.060,,,,,,,6.220,,,,1299.935,7878.386,REACH-RH,
7/8/2019,Turag,Rustampur (u/s of confluence),L-7,23.8795,90.3503,29.4,7.35,174.3,75.9,4.58,188,93.7,28,358,50,0.1,0.28,1.3,0.7,2,11,200,,0.76,10000,0,,45.253,,73.663,31.440,2.204,9.125,45.731,509.454,,,,,,,,,1598.721,,,,200.764,,1.304,,,,,,,23.713,,,,983.280,8081.438,REACH-RH,
7/8/2019,Turag,Birulia Bridge,L-8,23.8515,90.3393,29.3,7.34,171.8,74.8,3.84,171.6,71.6,26,267,55,0.12,0.33,2.3,1.7,3,11,180,,0.67,8000,2000,,8.901,,1228.005,47.362,9.745,364.513,52.399,,,,,,,,,,6413.444,,,,,,,,,,,,,,,,,1212.782,6916.803,REACH-RH,
7/8/2019,Turag,Botanical Garden,L-9,23.8175,90.3405,29.4,7.37,172,74.9,3.57,138,66.8,24,242,35,0.1,0.26,1.1,1,3,11,210,,0.75,0,0,,6.438,,71.590,6.408,1.945,11.265,5.966,17.271,,,,,,,,,487.346,,,,0.168,,5.902,,,,,,,,,,,1125.999,6826.471,REACH-RH,
7/8/2019,Turag,u/s of Aminbazar Bridge,L-10,23.7895,90.3392,29.3,7.33,174,75.7,2.84,112,54.8,26,176,35,0.14,0.31,4.7,1.2,3,11,190,,0.71,12000,0,,5.417,,38.046,8.277,0.368,16.599,10.095,36.583,,,,,,,,,373.689,,,,,,12.182,,,,,,,13.360,,,,1133.107,6790.774,REACH-RH,
7/8/2019,Turag,Boroibari Bridge,L-48,24.0997,90.2670,29.4,7.74,138.7,60.1,6.97,205,184,19,18,25,0.06,0.15,1.8,0.4,4,12,180,,0.66,1200,200,,2.424,,30.201,6.120,1.212,,9.572,73.381,,,,,,,,,307.439,,,,1.016,,7.061,,,,,,,21.371,,,,613.157,4605.335,REACH-RH,Points under RH project that has become regular points later
7/8/2019,Turag,Kaliakoir Bridge,L-47,24.0823,90.2092,29.5,7.86,138,59.8,7.02,204.5,254,21,17,5,0.08,0.14,1.1,0.7,2,6,200,,0.36,2800,0,,8.303,,28.067,11.381,2.067,4.670,4.914,39.004,,,,,,,,,423.624,,,,0.906,,5.175,,,,,,,2.279,,,,1106.425,7123.321,REACH-RH,Points under RH project that has become regular points later
7/8/2019,Bangshi,Kaliakoir Bangshi Bridge,L-49,24.0696,90.2145,29.5,7.82,138.5,60,6.98,203.7,295,18,13,30,0.08,0.19,1.4,1.4,2,9,180,,0.76,4900,2300,,3.824,,16.683,8.134,2.092,,5.549,64.035,,,,,,,,,248.431,,,,0.348,,10.531,,,,,,,7.706,,,,917.297,6412.326,REACH-RH,Points under RH project that has become regular points later
7/14/2019,Tongi Khal,d/s Ashulia Landing station,L-20,23.8944,90.3648,28.6,7.52,172.8,76.4,4.18,140.6,49.2,39,70,20,0.18,0.25,5.4,1.4,19,17,210,,0.68,55000,13000,,3.468,,29.345,7.693,2.053,6.756,2.085,51.182,,,,,,,,,304.824,,,,7.968,,2.219,,,,,,,9.633,,,,795.237,4904.420,REACH-RH,
7/14/2019,Tongi Khal,u/s Ijtema Field,L-21,23.8917,90.3899,28.6,7.45,189.3,83.8,3.29,143.9,40.2,29,60,45,0.12,0.34,2.9,0.6,7,19,190,,0.65,53000,19000,,4.042,,23.424,13.544,1.627,,2.018,33.442,,,,,,,,,330.085,,,,,,6.518,,,,,,,8.405,,,,1001.049,6379.293,REACH-RH,
7/14/2019,Tongi Khal,d/s Railway Bridge,L-22,23.8818,90.4064,28.6,7.44,191.2,84.6,2.68,148.8,47.9,25,70,50,0.14,0.42,1.2,0.6,4,16,170,,0.29,80000,40000,,2.813,,22.452,4.758,1.822,1.825,3.240,66.706,,,,,,,,,314.658,,,,2.301,,7.302,,,,,,,6.757,,,,1124.864,7085.455,REACH-RH,
7/14/2019,Tongi Khal,d/s of Hussein Dyeing,L-23,23.8893,90.4232,28.5,7.42,220.6,105.6,1.73,151.2,39,29,3,50,0.16,0.82,1.7,1.2,113,20,200,,0.29,64000,34000,,1.465,,25.627,8.626,0.673,,6.373,39.810,,,,,,,,,229.890,,,,0.926,,6.655,,,,,,,7.679,,,,1028.530,7003.231,REACH-RH,
7/14/2019,Tongi Khal,Mausaid (d/s Pagar Canal),L-24,23.8992,90.4366,28.6,7.46,308,140,1.04,-190,37.7,28,38,45,0.31,0.85,4.8,0.7,4,20,170,,0.26,56000,39000,,2.051,,20.219,2.679,1.622,,,29.317,,,,,,,,,212.684,,,,,,6.705,,,,,,,18.553,,,,616.400,4160.424,REACH-RH,
7/14/2019,Tongi Khal,u/s of Balu Confluence,L-25,23.8872,90.4599,28.5,7.4,311,138.8,0.17,-15.4,36.3,35,35,85,0.08,2.27,1.5,1.8,11,23,200,,0.64,66000,46000,,0.647,,11.208,5.050,1.867,,0.478,27.522,,,,,,,,,86.032,,,,,,,,,,,,,1.054,,,,821.546,4675.125,REACH-RH,
7/14/2019,Balu ,u/s of Purbachal,L-26,23.8622,90.4750,28.6,7.39,252,111.9,0.22,10.8,20.4,42,18,75,0.07,1.24,1.7,1,5,20,220,,0.36,10200,5100,,1.030,,19.143,3.933,2.050,,1.628,24.212,,,,,,,,,129.054,,,,,,2.127,,,,,,,4.638,,,,636.777,3707.701,REACH-RH,
7/14/2019,Balu ,d/s of Purbachal (Ichhapur bridge),L-27,23.8272,90.4873,28.5,7.41,267,118,1.2,54,15.41,40,23,60,0.07,1.59,1.2,1,5,19,180,,0.33,78000,48000,,1.217,,13.315,1.602,1.881,,0.527,4.745,,,,,,,,,96.432,,,,,,9.398,,,,,,,7.255,,,,671.677,3697.985,REACH-RH,
7/14/2019,Balu ,Beraid,L-28,23.7777,90.4779,28.7,7.38,298,132,0.51,84,14.02,50,24,70,0.08,2.31,1.1,1.1,4,21,180,,0.74,9200,6700,,0.554,,7.044,1.992,2.210,,,20.518,,,,,,,,,46.065,,,,,,6.493,,,,,,,,,,,433.237,2866.234,REACH-RH,
7/14/2019,Balu ,d/s of Begunbari Canal,L-29,23.7597,90.4835,28.7,7.41,307,136.9,0.16,-21.9,18.57,36,31,80,0.05,2.61,2.1,1.3,5,20,170,,0.35,6200,4400,,0.735,,7.716,1.425,1.473,,,3.680,,,,,,,,,67.106,,,,,,4.453,,,,,,,3.979,,,,638.389,3620.391,REACH-RH,
7/14/2019,Balu ,Demra (u/s of confluence),L-30,23.7279,90.5010,28.7,7.33,343,161.9,0.17,-25,24,53,17,110,0.08,3.9,1.5,2.3,12,16,160,,0.55,6000,4300,,1.274,,21.022,2.580,2.103,,,10.807,,,,,,,,,130.449,,,,,,,,,,,,,11.970,,,,732.472,4137.084,REACH-RH,
7/14/2019,Dhaleshwari ,Muktapur Ghat  ,L-40,23.5679,90.5148,29,7.52,220.3,89,3.63,119.9,75.6,22,138,25,0.07,0.75,2.8,1.4,9,10,180,,0.74,8800,6900,,3.442,,45.687,5.960,1.653,15.003,3.543,28.129,,,,,,,,,312.037,,,,0.836,,4.206,,,,,,,6.933,,,,1182.096,6902.979,REACH-RH,
7/14/2019,Shitalakhya ,d/s Kanchan Bridge,L-41,23.8352,90.5461,28.6,7.51,102.2,44.9,5.68,84.4,75.2,57,118,25,0.35,0.31,1.4,1.3,9,4,130,,0.31,3500,1500,,8.858,,18.370,7.921,2.232,1.577,12.761,110.992,,,,,,,,,585.134,,,,0.016,,6.834,,,,,,,10.839,,,,890.186,4114.626,REACH-RH,
7/14/2019,Shitalakhya ,ACI Salt (Rupganj Ferry Ghat),L-42,23.7905,90.5223,28.6,7.49,107.3,47.2,5.6,74.6,80.3,60,125,5,0.38,0.28,2.1,1.1,9,5,140,,0.67,5300,2300,,11.966,,31.778,9.841,2.235,3.620,14.786,131.371,,,,,,,,,857.238,,,,0.238,,3.974,,,,,,,14.160,,,,1199.941,5117.205,REACH-RH,
7/14/2019,Shitalakhya ,Demra Ghat,L-43,23.6131,90.5069,28.6,7.51,117,51.5,5.01,89.8,71.4,54,105,30,0.31,0.62,2.3,1.3,9,6,150,,0.71,21300,7800,,16.038,,33.518,16.811,1.922,4.444,16.063,255.771,,,,,,,,,1148.618,,,,0.288,,4.327,,,,,,,22.869,,,,1257.795,6308.651,REACH-RH,
7/14/2019,Shitalakhya ,d/s of Adamjee EPZ,L-44,23.6645,90.5232,28.7,7.51,150,66.1,4.16,119.4,62.9,57,90,15,0.37,0.7,1.6,1.3,10,7,160,,0.41,17200,10100,,4.943,,104.261,10.130,2.081,38.958,21.485,70.137,,,,,,,,,755.847,,,,,,10.433,,,,,,,12.405,,,,994.973,4787.418,REACH-RH,
7/14/2019,Shitalakhya ,d/s of Tanbazar Ghat,L-45,23.7169,90.5022,28.7,7.55,154.2,67.9,4.17,118,48.9,49,74,20,0.38,0.81,2,1.2,8,6,140,,0.75,15100,7600,,7.649,,58.176,7.279,2.092,4.298,13.057,69.547,,,,,,,,,606.175,,,,0.104,,4.830,,,,,,,9.260,,,1.824,1088.804,5214.777,REACH-RH,
7/14/2019,Shitalakhya ,u/s of Kalagachia Point,L-46,23.5724,90.5255,28.8,7.57,157,68.8,3.92,117.9,48,53,71,25,0.27,0.75,2.2,1.2,8,6,140,,0.47,10400,5300,,9.682,,47.883,7.660,2.012,7.388,,57.124,,,,,,,,,588.999,,,,,,5.745,,,,,,,5.051,,,,1090.209,4842.259,REACH-RH,
